Location,Station,Date,Time,Temperature (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precipitation (in),Condition,Data Collection Source
"New York City, NY",Laguardia Airport Station,7/21/21,12:34 PM,79 °F,61 °F,54 %,NNW,20 mph,0 mph,29.86 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,12:51 PM,72 °F,65 °F,78 %,N,8 mph,0 mph,29.87 in,0.1 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,1:28 PM,76 °F,66 °F,71 %,N,7 mph,0 mph,29.85 in,0.0 in,Thunder in the Vicinity,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,1:44 PM,76 °F,65 °F,69 %,N,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,1:51 PM,77 °F,65 °F,66 %,N,9 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,2:51 PM,81 °F,63 °F,54 %,N,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,3:51 PM,80 °F,62 °F,54 %,E,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,4:37 PM,80 °F,63 °F,56 %,SE,9 mph,0 mph,29.84 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,4:51 PM,78 °F,64 °F,62 %,SE,9 mph,0 mph,29.84 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,5:51 PM,77 °F,65 °F,66 %,SSE,9 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,6:51 PM,76 °F,66 °F,71 %,S,6 mph,0 mph,29.85 in,0.1 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,7:51 PM,77 °F,65 °F,66 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,8:51 PM,79 °F,59 °F,50 %,NW,15 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,9:51 PM,77 °F,60 °F,56 %,NNW,8 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,10:51 PM,76 °F,59 °F,56 %,N,10 mph,0 mph,29.93 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,11:51 PM,74 °F,59 °F,59 %,NNE,13 mph,0 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,12:51 AM,73 °F,60 °F,64 %,N,9 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,1:51 AM,72 °F,60 °F,66 %,NNW,10 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,2:51 AM,71 °F,59 °F,66 %,N,13 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,3:51 AM,70 °F,59 °F,68 %,N,8 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,4:51 AM,69 °F,59 °F,70 %,NNW,7 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,5:51 AM,69 °F,60 °F,73 %,NW,13 mph,0 mph,30.00 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,6:51 AM,69 °F,58 °F,68 %,NW,8 mph,0 mph,30.02 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,7:51 AM,71 °F,56 °F,59 %,NW,8 mph,0 mph,30.02 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,8:51 AM,73 °F,55 °F,53 %,NW,10 mph,0 mph,30.04 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,9:51 AM,75 °F,56 °F,51 %,WNW,7 mph,0 mph,30.04 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,10:51 AM,77 °F,55 °F,46 %,VAR,6 mph,0 mph,30.05 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,11:51 AM,79 °F,54 °F,42 %,N,12 mph,0 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,12:51 PM,80 °F,53 °F,39 %,N,5 mph,0 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,1:51 PM,81 °F,55 °F,41 %,NW,6 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,2:51 PM,81 °F,52 °F,36 %,N,8 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,3:51 PM,80 °F,54 °F,40 %,NNW,10 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,4:51 PM,82 °F,51 °F,34 %,NNW,9 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,5:51 PM,80 °F,54 °F,40 %,NW,10 mph,0 mph,30.03 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,6:51 PM,80 °F,52 °F,38 %,NW,9 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,7:51 PM,79 °F,54 °F,42 %,NW,15 mph,0 mph,30.04 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,8:51 PM,78 °F,54 °F,43 %,NW,16 mph,0 mph,30.06 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,9:51 PM,77 °F,56 °F,48 %,NW,10 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,10:51 PM,77 °F,55 °F,46 %,NW,12 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/22/21,11:51 PM,75 °F,55 °F,50 %,NW,14 mph,0 mph,30.09 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,12:51 AM,74 °F,55 °F,52 %,NW,14 mph,0 mph,30.09 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,1:51 AM,73 °F,55 °F,53 %,NW,9 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,2:51 AM,72 °F,53 °F,51 %,NNW,6 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,3:51 AM,71 °F,52 °F,51 %,NW,7 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,4:51 AM,70 °F,53 °F,55 %,NW,7 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,5:51 AM,70 °F,53 °F,55 %,WNW,6 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,6:51 AM,70 °F,54 °F,57 %,NW,10 mph,0 mph,30.10 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,7:51 AM,72 °F,52 °F,49 %,NW,6 mph,0 mph,30.11 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,8:51 AM,74 °F,54 °F,50 %,NW,8 mph,0 mph,30.12 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,9:51 AM,76 °F,53 °F,45 %,NNW,8 mph,0 mph,30.11 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,10:51 AM,78 °F,53 °F,42 %,VAR,7 mph,0 mph,30.10 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,11:51 AM,80 °F,50 °F,35 %,NNW,14 mph,0 mph,30.10 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,12:51 PM,80 °F,51 °F,36 %,NNW,8 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,1:51 PM,81 °F,50 °F,34 %,NE,12 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,2:51 PM,80 °F,53 °F,39 %,N,9 mph,17 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,3:51 PM,83 °F,51 °F,33 %,NW,8 mph,0 mph,30.06 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,4:51 PM,82 °F,52 °F,35 %,NW,7 mph,0 mph,30.05 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,5:51 PM,80 °F,53 °F,39 %,NE,9 mph,0 mph,30.05 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,6:51 PM,79 °F,54 °F,42 %,NE,9 mph,0 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,7:51 PM,79 °F,53 °F,40 %,SSW,7 mph,0 mph,30.05 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,8:51 PM,78 °F,54 °F,43 %,S,6 mph,0 mph,30.06 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,9:51 PM,76 °F,58 °F,54 %,ENE,9 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,10:51 PM,75 °F,57 °F,53 %,ENE,5 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/23/21,11:51 PM,76 °F,54 °F,46 %,CALM,0 mph,0 mph,30.09 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,12:51 AM,75 °F,58 °F,55 %,ENE,3 mph,0 mph,30.08 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,1:51 AM,74 °F,58 °F,57 %,CALM,0 mph,0 mph,30.07 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,2:51 AM,73 °F,60 °F,64 %,NE,6 mph,0 mph,30.07 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,3:51 AM,72 °F,61 °F,68 %,N,3 mph,0 mph,30.06 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,4:51 AM,72 °F,60 °F,66 %,N,3 mph,0 mph,30.06 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,5:51 AM,71 °F,62 °F,73 %,ENE,6 mph,0 mph,30.07 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,6:51 AM,70 °F,61 °F,73 %,NE,7 mph,0 mph,30.09 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,7:51 AM,72 °F,57 °F,59 %,ENE,8 mph,0 mph,30.09 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,8:51 AM,73 °F,58 °F,59 %,ENE,7 mph,0 mph,30.08 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,9:51 AM,75 °F,58 °F,55 %,E,8 mph,0 mph,30.09 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,10:51 AM,77 °F,57 °F,50 %,ENE,8 mph,0 mph,30.09 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,11:51 AM,80 °F,58 °F,47 %,NE,7 mph,0 mph,30.09 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,12:51 PM,81 °F,57 °F,44 %,NE,9 mph,0 mph,30.08 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,1:51 PM,82 °F,56 °F,41 %,NE,9 mph,0 mph,30.07 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,2:51 PM,82 °F,58 °F,44 %,S,13 mph,0 mph,30.06 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,3:51 PM,83 °F,56 °F,39 %,S,12 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,4:51 PM,81 °F,57 °F,44 %,S,15 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,5:51 PM,79 °F,56 °F,45 %,S,15 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,6:51 PM,78 °F,54 °F,43 %,S,14 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,7:51 PM,78 °F,54 °F,43 %,S,12 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,8:51 PM,77 °F,59 °F,54 %,S,14 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,9:51 PM,77 °F,60 °F,56 %,S,13 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,10:51 PM,76 °F,64 °F,67 %,S,13 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/24/21,11:51 PM,76 °F,63 °F,64 %,S,9 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,12:51 AM,77 °F,57 °F,50 %,SSW,9 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,1:51 AM,77 °F,58 °F,52 %,SSW,10 mph,0 mph,29.98 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,2:51 AM,77 °F,56 °F,48 %,SSW,7 mph,0 mph,29.96 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,3:51 AM,74 °F,58 °F,57 %,SW,15 mph,23 mph,29.95 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,4:51 AM,69 °F,63 °F,81 %,S,10 mph,0 mph,29.94 in,0.4 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,5:51 AM,70 °F,65 °F,84 %,S,10 mph,0 mph,29.94 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,6:51 AM,70 °F,65 °F,84 %,S,14 mph,22 mph,29.94 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,7:51 AM,71 °F,65 °F,81 %,S,9 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,8:51 AM,73 °F,63 °F,71 %,S,16 mph,21 mph,29.93 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,9:51 AM,72 °F,65 °F,78 %,S,10 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,10:17 AM,74 °F,66 °F,76 %,S,12 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,10:51 AM,74 °F,66 °F,76 %,S,10 mph,0 mph,29.90 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,11:51 AM,77 °F,66 °F,69 %,SSW,12 mph,0 mph,29.89 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,12:51 PM,80 °F,67 °F,64 %,SSW,10 mph,0 mph,29.88 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,1:39 PM,82 °F,67 °F,60 %,SW,9 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,1:51 PM,82 °F,66 °F,58 %,SW,9 mph,21 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,2:51 PM,83 °F,67 °F,58 %,SSW,10 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,3:51 PM,83 °F,68 °F,60 %,S,10 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,4:51 PM,83 °F,69 °F,63 %,SSE,10 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,5:51 PM,83 °F,69 °F,63 %,SSE,13 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,6:51 PM,83 °F,69 °F,63 %,S,9 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,7:51 PM,82 °F,70 °F,67 %,S,9 mph,0 mph,29.81 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,8:51 PM,82 °F,70 °F,67 %,S,9 mph,0 mph,29.81 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,9:51 PM,82 °F,70 °F,67 %,SW,7 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,10:51 PM,82 °F,71 °F,69 %,SW,7 mph,0 mph,29.84 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/25/21,11:51 PM,81 °F,71 °F,72 %,SW,8 mph,0 mph,29.84 in,0.0 in,Thunder in the Vicinity,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,12:17 AM,77 °F,66 °F,69 %,NNE,12 mph,0 mph,29.87 in,0.0 in,Thunder in the Vicinity,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,12:47 AM,73 °F,66 °F,78 %,NE,8 mph,0 mph,29.88 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,12:51 AM,74 °F,66 °F,76 %,NE,9 mph,0 mph,29.88 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,1:05 AM,74 °F,67 °F,79 %,E,9 mph,0 mph,29.88 in,0.0 in,Thunder in the Vicinity,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,1:44 AM,74 °F,68 °F,82 %,NNE,7 mph,0 mph,29.88 in,0.1 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,1:51 AM,73 °F,68 °F,84 %,NNE,7 mph,0 mph,29.89 in,0.1 in,Heavy T-Storm,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,2:06 AM,73 °F,67 °F,81 %,SE,22 mph,37 mph,29.87 in,1.1 in,Heavy T-Storm / Windy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,2:21 AM,75 °F,67 °F,76 %,S,7 mph,0 mph,29.87 in,1.3 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,2:51 AM,74 °F,68 °F,82 %,S,5 mph,0 mph,29.86 in,1.3 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,3:51 AM,75 °F,69 °F,82 %,S,3 mph,0 mph,29.84 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,4:51 AM,75 °F,70 °F,84 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,5:51 AM,76 °F,71 °F,85 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,6:51 AM,77 °F,70 °F,79 %,CALM,0 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,7:51 AM,78 °F,71 °F,79 %,NNW,6 mph,0 mph,29.86 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,8:51 AM,80 °F,71 °F,74 %,WNW,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,9:51 AM,82 °F,67 °F,60 %,NW,5 mph,0 mph,29.86 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,10:51 AM,85 °F,62 °F,46 %,NNW,6 mph,0 mph,29.87 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,11:51 AM,86 °F,63 °F,46 %,NNW,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,12:51 PM,86 °F,63 °F,46 %,N,3 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,1:51 PM,89 °F,61 °F,39 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,2:51 PM,90 °F,58 °F,34 %,WNW,10 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,3:51 PM,89 °F,59 °F,36 %,NNW,9 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,4:51 PM,89 °F,58 °F,35 %,NW,10 mph,0 mph,29.85 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,5:51 PM,88 °F,56 °F,34 %,NNW,14 mph,0 mph,29.84 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,6:51 PM,87 °F,55 °F,33 %,NW,9 mph,0 mph,29.85 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,7:51 PM,85 °F,56 °F,37 %,NNW,9 mph,0 mph,29.85 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,8:51 PM,84 °F,57 °F,40 %,NW,9 mph,0 mph,29.87 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,9:51 PM,81 °F,61 °F,50 %,WNW,5 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,10:51 PM,82 °F,60 °F,47 %,WNW,7 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/26/21,11:51 PM,80 °F,61 °F,52 %,NW,8 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,12:51 AM,81 °F,61 °F,50 %,NW,10 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,1:51 AM,79 °F,62 °F,56 %,NW,7 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,2:51 AM,79 °F,60 °F,52 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,3:51 AM,78 °F,60 °F,54 %,WNW,3 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,4:51 AM,78 °F,60 °F,54 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,5:51 AM,76 °F,63 °F,64 %,CALM,0 mph,0 mph,29.91 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,6:51 AM,74 °F,64 °F,71 %,ENE,5 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,7:51 AM,77 °F,63 °F,62 %,ENE,6 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,8:51 AM,81 °F,63 °F,54 %,ENE,3 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,9:51 AM,86 °F,60 °F,41 %,SSW,6 mph,0 mph,29.92 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,10:51 AM,88 °F,57 °F,35 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,11:51 AM,88 °F,56 °F,34 %,VAR,5 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,12:51 PM,90 °F,55 °F,30 %,SSE,9 mph,18 mph,29.91 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,1:51 PM,90 °F,59 °F,35 %,SSE,14 mph,20 mph,29.89 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,2:51 PM,90 °F,59 °F,35 %,S,14 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,3:51 PM,89 °F,56 °F,32 %,S,20 mph,23 mph,29.87 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,4:51 PM,89 °F,58 °F,35 %,S,14 mph,0 mph,29.87 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/27/21,5:51 PM,88 °F,59 °F,37 %,S,14 mph,0 mph,29.87 in,0.0 in,Partly Cloudy,Weather Underground
